inst,pin,x,y,dist_left,dist_right,dist_bottom,dist_top
_11329_,C1,589.4583,86.09376,589.4583129882812,282.54168701171875,86.09375762939453,781.0937423706055
_11032_,B,591.56256,79.15626,591.5625610351562,280.43743896484375,79.15625762939453,788.0312423706055
_11029_,B,577.5833,79.29167,577.5833129882812,294.41668701171875,79.29167175292969,787.8958282470703
_11027_,A1,574.5625,93.39584,574.5625,297.4375,93.39584350585938,773.7916564941406
_11021_,B1,582.3333,85.40626,582.3333129882812,289.66668701171875,85.40625762939453,781.7812423706055
_08846_,A,548.5625,141.95833,548.5625,323.4375,141.9583282470703,725.2291717529297
_08845_,Y,543.8479,149.15625,543.847900390625,328.152099609375,149.15625,718.03125
_13927_,COUT,582.4,128.47293,582.4000244140625,289.5999755859375,128.47293090820312,738.7145690917969
_09905_,D1,588.35425,142.01042,588.354248046875,283.645751953125,142.0104217529297,725.1770782470703
_13927_,SUM,573.5833,128.34377,573.5833129882812,298.41668701171875,128.34376525878906,738.8437347412109
_13928_,A,616.448,555.9625,616.447998046875,255.552001953125,555.9625244140625,311.2249755859375
_08353_,Y,607.9584,551.53125,607.9583740234375,264.0416259765625,551.53125,315.65625
_13929_,B,622.2751,634.7188,622.2750854492188,249.72491455078125,634.7188110351562,232.46868896484375
_13928_,COUT,620.4001,558.5979,620.4000854492188,251.59991455078125,558.597900390625,308.589599609375
_10535_,A,647.56256,641.4584,647.5625610351562,224.43743896484375,641.4583740234375,225.7291259765625
_13928_,SUM,611.5834,558.46875,611.5833740234375,260.4166259765625,558.46875,308.71875
_11593_,A1,620.5209,488.46878,620.5208740234375,251.4791259765625,488.4687805175781,378.7187194824219
_10440_,B2,615.3959,530.65625,615.3958740234375,256.6041259765625,530.65625,336.53125
_13929_,COUT,626.4001,634.91046,626.4000854492188,245.59991455078125,634.9104614257812,232.27703857421875
_11061_,D_N,690.31256,647.8438,690.3125610351562,181.68743896484375,647.8438110351562,219.34368896484375
_11006_,A,625.50006,641.5105,625.5000610351562,246.49993896484375,641.510498046875,225.677001953125
_10500_,A,691.97925,653.0876,691.979248046875,180.020751953125,653.0875854492188,214.09991455078125
_13929_,SUM,617.5834,634.7813,617.5833740234375,254.4166259765625,634.7813110351562,232.40618896484375
_10758_,B2,628.3959,544.53125,628.3958740234375,243.6041259765625,544.53125,322.65625
_13930_,SUM,411.58337,683.3438,411.5833740234375,460.4166259765625,683.3438110351562,183.84368896484375
_09219_,A1,402.4167,682.7188,402.41668701171875,469.58331298828125,682.7188110351562,184.46868896484375
_13931_,COUT,425.40002,669.59796,425.4000244140625,446.5999755859375,669.5979614257812,197.58953857421875
_08871_,B1,413.56253,669.2605,413.5625305175781,458.4374694824219,669.260498046875,197.927001953125
_08868_,B1,416.51462,661.91675,416.5146179199219,455.4853820800781,661.916748046875,205.270751953125
_13931_,SUM,416.58337,669.4688,416.5833740234375,455.4166259765625,669.4688110351562,197.71868896484375
_08871_,A2,411.3542,669.2605,411.35418701171875,460.64581298828125,669.260498046875,197.927001953125
_08868_,A2,413.56253,661.9063,413.5625305175781,458.4374694824219,661.9063110351562,205.28118896484375
_13932_,COUT,432.40002,655.72296,432.4000244140625,439.5999755859375,655.7229614257812,211.46453857421875
_08882_,B1,424.56253,648.448,424.5625305175781,447.4374694824219,648.447998046875,218.739501953125
_08879_,B1,432.51462,648.04175,432.5146179199219,439.4853820800781,648.041748046875,219.145751953125
_08872_,A2,416.56253,648.448,416.5625305175781,455.4374694824219,648.447998046875,218.739501953125
_08871_,C1,415.43753,668.8438,415.4375305175781,456.5624694824219,668.8438110351562,198.34368896484375
_08870_,B,418.27502,655.3334,418.2750244140625,453.7249755859375,655.3333740234375,211.8541259765625
_13932_,SUM,423.58337,655.5938,423.5833740234375,448.4166259765625,655.5938110351562,211.59368896484375
_08882_,A2,422.3542,648.448,422.35418701171875,449.64581298828125,648.447998046875,218.739501953125
_08879_,A2,429.56253,648.0313,429.5625305175781,442.4374694824219,648.0313110351562,219.15618896484375
_08872_,A1,414.70837,648.0313,414.7083740234375,457.2916259765625,648.0313110351562,219.15618896484375
_08869_,B_N,417.57294,661.9063,417.57293701171875,454.42706298828125,661.9063110351562,205.28118896484375
_08861_,B,428.55212,662.6771,428.5521240234375,443.4478759765625,662.6771240234375,204.5103759765625
_13933_,COUT,426.40002,641.84796,426.4000244140625,445.5999755859375,641.8479614257812,225.33953857421875
_08903_,A,414.48337,620.5209,414.4833679199219,457.5166320800781,620.5208740234375,246.6666259765625
_08889_,B1_N,410.71878,634.6771,410.7187805175781,461.2812194824219,634.6771240234375,232.5103759765625
_08883_,A2,414.56253,641.5105,414.5625305175781,457.4374694824219,641.510498046875,225.677001953125
_08882_,C1,426.43753,648.0313,426.4375305175781,445.5624694824219,648.0313110351562,219.15618896484375
_08881_,B,424.27502,634.5209,424.2750244140625,447.7249755859375,634.5208740234375,232.6666259765625
_13933_,SUM,417.58337,641.7188,417.5833740234375,454.4166259765625,641.7188110351562,225.46868896484375
_08883_,A1,412.70837,641.0938,412.7083740234375,459.2916259765625,641.0938110351562,226.09368896484375
_08880_,B_N,427.57294,641.0938,427.57293701171875,444.42706298828125,641.0938110351562,226.09368896484375
_08872_,B1,418.00003,648.448,418.0000305175781,453.9999694824219,648.447998046875,218.739501953125
_08870_,A,416.48337,655.2084,416.4833679199219,455.5166320800781,655.2083740234375,211.9791259765625
_13934_,COUT,427.40002,621.03546,427.4000244140625,444.5999755859375,621.0354614257812,246.15203857421875
_08911_,A,420.48337,613.5834,420.4833679199219,451.5166320800781,613.5833740234375,253.6041259765625
_08903_,B,416.27502,620.6459,416.2750244140625,455.7249755859375,620.6458740234375,246.5416259765625
_08900_,B,411.27502,613.7084,411.2750244140625,460.7249755859375,613.7083740234375,253.4791259765625
_08894_,A1,418.43753,613.7084,418.4375305175781,453.5624694824219,613.7083740234375,253.4791259765625
_08890_,B1,412.51462,627.22925,412.5146179199219,459.4853820800781,627.229248046875,239.958251953125
_13934_,SUM,418.58337,620.9063,418.5833740234375,453.4166259765625,620.9063110351562,246.28118896484375
_08900_,A,409.48337,613.5834,409.4833679199219,462.5166320800781,613.5833740234375,253.6041259765625
_08890_,A1,410.72296,627.6355,410.72296142578125,461.27703857421875,627.635498046875,239.552001953125
_08883_,B1,416.00003,641.5105,416.0000305175781,455.9999694824219,641.510498046875,225.677001953125
_08881_,A,422.48337,634.3959,422.4833679199219,449.5166320800781,634.3958740234375,232.7916259765625
_13935_,COUT,421.40002,607.16046,421.4000244140625,450.5999755859375,607.1604614257812,260.02703857421875
_08911_,B,422.27502,613.7084,422.2750244140625,449.7249755859375,613.7083740234375,253.4791259765625
_08903_,C,417.43753,620.6459,417.4375305175781,454.5624694824219,620.6458740234375,246.5416259765625
_08901_,A2,405.56253,599.8855,405.5625305175781,466.4374694824219,599.885498046875,267.302001953125
_08900_,C,412.43753,613.7084,412.4375305175781,459.5624694824219,613.7083740234375,253.4791259765625
_08896_,B,410.27502,606.7709,410.2750244140625,461.7249755859375,606.7708740234375,260.4166259765625
_08895_,A1,408.43753,613.7084,408.4375305175781,463.5624694824219,613.7083740234375,253.4791259765625
_13935_,SUM,412.58337,607.0313,412.5833740234375,459.4166259765625,607.0313110351562,260.15618896484375
_08901_,A1,403.70837,599.4688,403.7083740234375,468.2916259765625,599.4688110351562,267.71868896484375
_08894_,B1,415.62503,613.8584,415.6250305175781,456.3749694824219,613.8583984375,253.3291015625
_08891_,A,410.50003,620.698,410.5000305175781,461.4999694824219,620.697998046875,246.489501953125
_13936_,COUT,417.40002,600.22296,417.4000244140625,454.5999755859375,600.2229614257812,266.96453857421875
_08920_,A2,396.56253,578.65625,396.5625305175781,475.4374694824219,578.65625,288.53125
_08911_,C,423.43753,613.7084,423.4375305175781,448.5624694824219,613.7083740234375,253.4791259765625
_08910_,A_N,401.9792,592.8959,401.97918701171875,470.02081298828125,592.8958740234375,274.2916259765625
_08905_,B1,410.51462,592.54175,410.5146179199219,461.4853820800781,592.541748046875,274.645751953125
_13936_,SUM,408.58337,600.0938,408.5833740234375,463.4166259765625,600.0938110351562,267.09368896484375
_08901_,B1,407.00003,599.8855,407.0000305175781,464.9999694824219,599.885498046875,267.302001953125
_08896_,A,408.48337,606.6459,408.4833679199219,463.5166320800781,606.6458740234375,260.5416259765625
_08895_,B1,405.62503,613.8584,405.6250305175781,466.3749694824219,613.8583984375,253.3291015625
_13937_,COUT,398.40002,572.4729,398.4000244140625,473.5999755859375,572.472900390625,294.714599609375
_08927_,A2,407.56253,564.78125,407.5625305175781,464.4374694824219,564.78125,302.40625
_08920_,B1,399.51462,578.6667,399.5146179199219,472.4853820800781,578.6666870117188,288.52081298828125
_08913_,B1,405.02087,578.65625,405.0208740234375,466.9791259765625,578.65625,288.53125
_13937_,SUM,389.58337,572.34375,389.5833740234375,482.4166259765625,572.34375,294.84375
_08920_,A1,397.72296,579.07294,397.72296142578125,474.27703857421875,579.0729370117188,288.11456298828125
_08919_,A,400.9792,569.8375,400.97918701171875,471.02081298828125,569.8375244140625,297.3499755859375
_08913_,A1,403.5417,578.65625,403.54168701171875,468.45831298828125,578.65625,288.53125
_08906_,A,405.50003,586.01044,405.5000305175781,466.4999694824219,586.0104370117188,281.17706298828125
_13938_,COUT,424.40002,565.5354,424.4000244140625,447.5999755859375,565.535400390625,301.652099609375
_08927_,B1,410.51462,564.7917,410.5146179199219,461.4853820800781,564.7916870117188,302.39581298828125
_08922_,C1,412.43753,572.13544,412.4375305175781,459.5624694824219,572.1354370117188,295.05206298828125
_13938_,SUM,415.58337,565.40625,415.5833740234375,456.4166259765625,565.40625,301.78125
_08927_,A1,408.72296,565.19794,408.72296142578125,463.27703857421875,565.1979370117188,301.98956298828125
_08921_,B_N,407.57294,578.65625,407.57293701171875,464.42706298828125,578.65625,288.53125
_08919_,B,402.58337,571.8542,402.5833740234375,469.4166259765625,571.8541870117188,295.33331298828125
_08914_,A,415.50003,579.07294,415.5000305175781,456.4999694824219,579.0729370117188,288.11456298828125
_13939_,COUT,412.40002,544.7229,412.4000244140625,459.5999755859375,544.722900390625,322.464599609375
_08939_,A2,396.56253,537.03125,396.5625305175781,475.4374694824219,537.03125,330.15625
_08936_,B1_N,397.71878,544.48956,397.7187805175781,474.2812194824219,544.4895629882812,322.69793701171875
_08928_,B1_N,397.71878,558.36456,397.7187805175781,474.2812194824219,558.3645629882812,308.82293701171875
_13939_,SUM,403.58337,544.59375,403.5833740234375,468.4166259765625,544.59375,322.59375
_08938_,A,402.62503,523.15625,402.6250305175781,469.3749694824219,523.15625,344.03125
_08929_,A1,401.56253,565.30206,401.5625305175781,470.4374694824219,565.3020629882812,301.88543701171875
_08918_,A,403.9792,558.2083,403.97918701171875,468.02081298828125,558.2083129882812,308.97918701171875
_13940_,COUT,406.40002,516.9729,406.4000244140625,465.5999755859375,516.972900390625,350.214599609375
_08978_,A_N,401.33337,405.63544,401.3333740234375,470.6666259765625,405.63543701171875,461.55206298828125
_08946_,B1,394.56253,412.67712,394.5625305175781,477.4374694824219,412.6771240234375,454.5103759765625
_08939_,B1,399.51462,537.0417,399.5146179199219,472.4853820800781,537.0416870117188,330.14581298828125
_08937_,B1,393.56253,537.44794,393.5625305175781,478.4374694824219,537.4479370117188,329.73956298828125
_13940_,SUM,397.58337,516.84375,397.5833740234375,474.4166259765625,516.84375,350.34375
_08979_,A1,402.72296,412.57294,402.72296142578125,469.27703857421875,412.57293701171875,454.61456298828125
_08946_,A1,395.6042,412.67712,395.60418701171875,476.39581298828125,412.6771240234375,454.5103759765625
_08939_,A1,397.72296,537.44794,397.72296142578125,474.27703857421875,537.4479370117188,329.73956298828125
_08938_,B,401.45837,522.38544,401.4583740234375,470.5416259765625,522.3854370117188,344.80206298828125
_08937_,A1,392.43753,537.44794,392.4375305175781,479.5624694824219,537.4479370117188,329.73956298828125
_08930_,A,400.50003,509.69794,400.5000305175781,471.4999694824219,509.69793701171875,357.48956298828125
_13941_,COUT,404.40002,454.53546,404.4000244140625,467.5999755859375,454.53546142578125,412.65203857421875
_08976_,A2,397.56253,391.76044,397.5625305175781,474.4374694824219,391.76043701171875,475.42706298828125
_08962_,A2,406.56253,391.34378,406.5625305175781,465.4374694824219,391.3437805175781,475.8437194824219
_08952_,A,406.9792,405.58337,406.97918701171875,465.02081298828125,405.5833740234375,461.6041259765625
_08947_,B1,396.51462,405.2292,396.5146179199219,475.4853820800781,405.22918701171875,461.95831298828125
_13941_,SUM,395.58337,454.40628,395.5833740234375,476.4166259765625,454.4062805175781,412.7812194824219
_08976_,A1,395.70837,391.34378,395.7083740234375,476.2916259765625,391.3437805175781,475.8437194824219
_08964_,A1,395.43753,384.77087,395.4375305175781,476.5624694824219,384.7708740234375,482.4166259765625
_08947_,A1,394.72296,405.63544,394.72296142578125,477.27703857421875,405.63543701171875,461.55206298828125
_08940_,B,398.45837,530.51044,398.4583740234375,473.5416259765625,530.5104370117188,336.67706298828125
_08938_,C,399.9792,523.15625,399.97918701171875,472.02081298828125,523.15625,344.03125
_08937_,C1,395.43753,537.03125,395.4375305175781,476.5624694824219,537.03125,330.15625
_13942_,COUT,416.40002,399.03546,416.4000244140625,455.5999755859375,399.03546142578125,468.15203857421875
_08974_,A2,406.12503,375.58752,406.1250305175781,465.8749694824219,375.5875244140625,491.5999755859375
_08962_,B1,409.51462,391.3542,409.5146179199219,462.4853820800781,391.35418701171875,475.83331298828125
_08955_,B1,401.51462,398.2917,401.5146179199219,470.4853820800781,398.29168701171875,468.89581298828125
_13942_,SUM,407.58337,398.90628,407.5833740234375,464.4166259765625,398.9062805175781,468.2812194824219
_08969_,A,401.4792,389.46252,401.47918701171875,470.52081298828125,389.4625244140625,477.7249755859375
_08964_,A2,394.15628,384.82294,394.1562805175781,477.8437194824219,384.82293701171875,482.36456298828125
_08962_,A1,407.72296,391.76044,407.72296142578125,464.27703857421875,391.76043701171875,475.42706298828125
_08955_,A1,399.72296,398.69794,399.72296142578125,472.27703857421875,398.69793701171875,468.48956298828125
_08948_,A,389.50003,405.63544,389.5000305175781,482.4999694824219,405.63543701171875,461.55206298828125
_13943_,COUT,405.40002,385.16046,405.4000244140625,466.5999755859375,385.16046142578125,482.02703857421875
_08974_,B1,403.56253,377.98962,403.5625305175781,468.4374694824219,377.9896240234375,489.1978759765625
_08963_,B1_N,407.71878,384.92712,407.7187805175781,464.2812194824219,384.9271240234375,482.2603759765625
_13943_,SUM,396.58337,385.03128,396.5833740234375,475.4166259765625,385.0312805175781,482.1562194824219
_08974_,A1,404.6042,377.98962,404.60418701171875,467.39581298828125,377.9896240234375,489.1978759765625
_08969_,B,402.25003,391.58337,402.2500305175781,469.7499694824219,391.5833740234375,475.6041259765625
_08964_,A3,392.6667,384.82294,392.66668701171875,479.33331298828125,384.82293701171875,482.36456298828125
_08961_,A,413.9792,384.77087,413.97918701171875,458.02081298828125,384.7708740234375,482.4166259765625
_08956_,A,393.50003,398.69794,393.5000305175781,478.4999694824219,398.69793701171875,468.48956298828125
_13944_,COUT,397.40002,371.28546,397.4000244140625,474.5999755859375,371.28546142578125,495.90203857421875
_09002_,B2,402.19794,350.24377,402.19793701171875,469.80206298828125,350.2437744140625,516.9437255859375
_08975_,C1,399.43753,377.46878,399.4375305175781,472.5624694824219,377.4687805175781,489.7187194824219
_08970_,C1,395.4792,357.07294,395.47918701171875,476.52081298828125,357.07293701171875,510.11456298828125
_13944_,SUM,388.58337,371.15628,388.5833740234375,483.4166259765625,371.1562805175781,496.0312194824219
_09003_,A1,408.63544,350.30212,408.63543701171875,463.36456298828125,350.3021240234375,516.8853759765625
_08975_,A1,396.43753,377.88544,396.4375305175781,475.5624694824219,377.88543701171875,489.30206298828125
_08970_,A1,399.56253,357.07294,399.5625305175781,472.4374694824219,357.07293701171875,510.11456298828125
_08969_,C,403.43753,391.86462,403.4375305175781,468.5624694824219,391.8646240234375,475.3228759765625
_08965_,A,386.50003,377.88544,386.5000305175781,485.4999694824219,377.88543701171875,489.30206298828125
_13945_,COUT,403.40002,364.34796,403.4000244140625,468.5999755859375,364.34796142578125,502.83953857421875
_09001_,A2,405.12503,340.90002,405.1250305175781,466.8749694824219,340.9000244140625,526.2874755859375
_08986_,B1_N,407.71878,357.17712,407.7187805175781,464.2812194824219,357.1771240234375,510.0103759765625
_08977_,B2,403.18753,370.89587,403.1875305175781,468.8124694824219,370.8958740234375,496.2916259765625
_08975_,B1,397.56253,377.88544,397.5625305175781,474.4374694824219,377.88543701171875,489.30206298828125
_13945_,SUM,394.58337,364.21878,394.5833740234375,477.4166259765625,364.2187805175781,502.9687194824219
_09000_,A,393.4792,340.90002,393.47918701171875,478.52081298828125,340.9000244140625,526.2874755859375
_08985_,A,402.9792,357.02087,402.97918701171875,469.02081298828125,357.0208740234375,510.1666259765625
_08977_,B1,404.43753,370.89587,404.4375305175781,467.5624694824219,370.8958740234375,496.2916259765625
_08971_,A,391.50003,350.13544,391.5000305175781,480.4999694824219,350.13543701171875,517.0520629882812
_13946_,COUT,414.40002,336.59796,414.4000244140625,457.5999755859375,336.59796142578125,530.5895385742188
_09001_,B1,402.56253,343.30212,402.5625305175781,469.4374694824219,343.3021240234375,523.8853759765625
_08993_,A2,401.56253,335.84378,401.5625305175781,470.4374694824219,335.8437805175781,531.3437194824219
_08987_,B1,410.51462,342.7917,410.5146179199219,461.4853820800781,342.79168701171875,524.3958129882812
_13946_,SUM,405.58337,336.46878,405.5833740234375,466.4166259765625,336.4687805175781,530.7187194824219
_09001_,A1,403.6042,343.30212,403.60418701171875,468.39581298828125,343.3021240234375,523.8853759765625
_09000_,B,394.25003,343.02087,394.2500305175781,477.7499694824219,343.0208740234375,524.1666259765625
_08992_,A,392.43753,328.90628,392.4375305175781,479.5624694824219,328.9062805175781,538.2812194824219
_08987_,A1,408.72296,343.19794,408.72296142578125,463.27703857421875,343.19793701171875,523.9895629882812
_08981_,A,403.43753,329.32294,403.4375305175781,468.5624694824219,329.32293701171875,537.8645629882812
_08980_,B1,407.00003,322.38544,407.0000305175781,464.9999694824219,322.38543701171875,544.8020629882812
_13947_,COUT,400.40002,336.59796,400.4000244140625,471.5999755859375,336.59796142578125,530.5895385742188
_09002_,C1,403.39587,347.83752,403.3958740234375,468.6041259765625,347.8375244140625,519.3499755859375
_08993_,B1,404.51462,335.8542,404.5146179199219,467.4853820800781,335.85418701171875,531.3333129882812
_13947_,SUM,391.58337,336.46878,391.5833740234375,480.4166259765625,336.4687805175781,530.7187194824219
_09002_,A1,399.43753,350.28128,399.4375305175781,472.5624694824219,350.2812805175781,516.9062194824219
_09000_,C,395.43753,343.30212,395.4375305175781,476.5624694824219,343.3021240234375,523.8853759765625
_08993_,A1,402.72296,336.26044,402.72296142578125,469.27703857421875,336.26043701171875,530.9270629882812
_08992_,B,390.56253,328.90628,390.5625305175781,481.4374694824219,328.9062805175781,538.2812194824219
_08988_,A,383.9167,342.84796,383.91668701171875,488.08331298828125,342.84796142578125,524.3395385742188
_13948_,COUT,399.40002,308.84796,399.4000244140625,472.5999755859375,308.84796142578125,558.3395385742188
_09022_,A2,399.00003,315.03128,399.0000305175781,472.9999694824219,315.0312805175781,552.1562194824219
_09012_,A2,387.3542,315.44794,387.35418701171875,484.64581298828125,315.44793701171875,551.7395629882812
_09005_,B1,389.51462,328.9167,389.5146179199219,482.4853820800781,328.91668701171875,538.2708129882812
_13948_,SUM,390.58337,308.71878,390.5833740234375,481.4166259765625,308.7187805175781,558.4687194824219
_09019_,A,401.9792,306.21252,401.97918701171875,470.02081298828125,306.2125244140625,560.9749755859375
_09010_,A,389.43753,308.09378,389.4375305175781,482.5624694824219,308.0937805175781,559.0937194824219
_09005_,A1,387.72296,329.32294,387.72296142578125,484.27703857421875,329.32293701171875,537.8645629882812
_08995_,A,410.50003,315.44794,410.5000305175781,461.4999694824219,315.44793701171875,551.7395629882812
_13949_,COUT,397.40002,301.91046,397.4000244140625,474.5999755859375,301.91046142578125,565.2770385742188
_09022_,C1,393.4792,315.44794,393.47918701171875,478.52081298828125,315.44793701171875,551.7395629882812
_09012_,B1,389.56253,315.44794,389.5625305175781,482.4374694824219,315.44793701171875,551.7395629882812
_13949_,SUM,388.58337,301.78128,388.5833740234375,483.4166259765625,301.7812805175781,565.4062194824219
_09022_,A1,397.56253,315.44794,397.5625305175781,474.4374694824219,315.44793701171875,551.7395629882812
_09019_,B,403.58337,308.2292,403.5833740234375,468.4166259765625,308.22918701171875,558.9583129882812
_09012_,A1,388.43753,315.44794,388.4375305175781,483.5624694824219,315.44793701171875,551.7395629882812
_09010_,B,387.56253,308.09378,387.5625305175781,484.4374694824219,308.0937805175781,559.0937194824219
_09006_,A,382.50003,308.51044,382.5000305175781,489.4999694824219,308.51043701171875,558.6770629882812
_13950_,COUT,387.40002,190.91043,387.4000244140625,484.5999755859375,190.91043090820312,676.2770690917969
_09029_,A2,382.56253,183.21877,382.5625305175781,489.4374694824219,183.21876525878906,683.9687347412109
_09024_,B1,381.51462,183.22919,381.5146179199219,490.4853820800781,183.22918701171875,683.9583129882812
_13950_,SUM,378.58337,190.78127,378.5833740234375,493.4166259765625,190.78126525878906,676.4062347412109
_09035_,A,380.43753,162.40627,380.4375305175781,491.5624694824219,162.40626525878906,704.7812347412109
_09031_,A1,381.5417,169.34377,381.54168701171875,490.45831298828125,169.34376525878906,697.8437347412109
_09024_,A1,379.72296,183.63544,379.72296142578125,492.27703857421875,183.63543701171875,683.5520629882812
_09014_,A,374.50003,190.57294,374.5000305175781,497.4999694824219,190.57293701171875,676.6145629882812
_13951_,COUT,395.40002,183.97293,395.4000244140625,476.5999755859375,183.97293090820312,683.2145690917969
_09029_,B1,385.51462,183.22919,385.5146179199219,486.4853820800781,183.22918701171875,683.9583129882812
_13951_,SUM,386.58337,183.84377,386.5833740234375,485.4166259765625,183.84376525878906,683.3437347412109
_09035_,B,378.56253,162.40627,378.5625305175781,493.4374694824219,162.40626525878906,704.7812347412109
_09031_,A2,380.37503,168.95834,380.3750305175781,491.6249694824219,168.95834350585938,698.2291564941406
_09029_,A1,383.72296,183.63544,383.72296142578125,488.27703857421875,183.63543701171875,683.5520629882812
_09025_,A,377.50003,176.69794,377.5000305175781,494.4999694824219,176.69793701171875,690.4895629882812
_13952_,COUT,376.40002,156.22293,376.4000244140625,495.5999755859375,156.22293090820312,710.9645690917969
_09045_,A2,378.56253,127.71876,378.5625305175781,493.4374694824219,127.71875762939453,739.4687423706055
_09038_,B1,375.02087,148.53125,375.0208740234375,496.9791259765625,148.53125,718.65625
_13952_,SUM,367.58337,156.09377,367.5833740234375,504.4166259765625,156.09376525878906,711.0937347412109
_09060_,A,371.62503,113.84376,371.6250305175781,500.3749694824219,113.84375762939453,753.3437423706055
_09043_,A,375.43753,113.84376,375.4375305175781,496.5624694824219,113.84375762939453,753.3437423706055
_09038_,A1,373.5417,148.53125,373.54168701171875,498.45831298828125,148.53125,718.65625
_09032_,A,374.50003,162.82294,374.5000305175781,497.4999694824219,162.82293701171875,704.3645629882812
_13953_,COUT,376.40002,128.47293,376.4000244140625,495.5999755859375,128.47293090820312,738.7145690917969
_09053_,A2,377.15628,121.29584,377.1562805175781,494.8437194824219,121.29583740234375,745.8916625976562
_09052_,A2,379.56253,120.78126,379.5625305175781,492.4374694824219,120.78125762939453,746.4062423706055
_09045_,B1,381.51462,127.72917,381.5146179199219,490.4853820800781,127.72917175292969,739.4583282470703
_13953_,SUM,367.58337,128.34377,367.5833740234375,504.4166259765625,128.34376525878906,738.8437347412109
_09060_,B,370.45837,113.07292,370.4583740234375,501.5416259765625,113.07292175292969,754.1145782470703
_09053_,A1,378.43753,121.14584,378.4375305175781,493.5624694824219,121.14584350585938,746.0416564941406
_09045_,A1,379.72296,128.13542,379.72296142578125,492.27703857421875,128.1354217529297,739.0520782470703
_09043_,B,373.56253,113.84376,373.5625305175781,498.4374694824219,113.84375762939453,753.3437423706055
_09039_,A,366.50003,135.07292,366.5000305175781,505.4999694824219,135.0729217529297,732.1145782470703
_13954_,COUT,392.40002,114.59792,392.4000244140625,479.5999755859375,114.5979232788086,752.5895767211914
_09082_,A,389.43753,72.635414,389.4375305175781,482.5624694824219,72.63541412353516,794.5520858764648
_09073_,A2,384.15628,86.60834,384.1562805175781,487.8437194824219,86.60833740234375,780.5791625976562
_09072_,D1,387.43753,93.62501,387.4375305175781,484.5624694824219,93.62500762939453,773.5624923706055
_09062_,C1,376.39587,70.3375,376.3958740234375,495.6041259765625,70.3375015258789,796.8499984741211
_09054_,B2,371.18753,121.14584,371.1875305175781,500.8124694824219,121.14584350585938,746.0416564941406
_09052_,B1,382.51462,120.79167,382.5146179199219,489.4853820800781,120.79167175292969,746.3958282470703
_13954_,SUM,383.58337,114.46876,383.5833740234375,488.4166259765625,114.46875762939453,752.7187423706055
_09073_,A1,385.43753,86.45834,385.4375305175781,486.5624694824219,86.45834350585938,780.7291564941406
_09060_,C,368.9792,113.84376,368.97918701171875,503.02081298828125,113.84375762939453,753.3437423706055
_09058_,A,370.9792,93.39584,370.97918701171875,501.02081298828125,93.39584350585938,773.7916564941406
_09053_,B1,375.62503,121.29584,375.6250305175781,496.3749694824219,121.29583740234375,745.8916625976562
_09052_,A1,380.72296,121.19792,380.72296142578125,491.27703857421875,121.19792175292969,745.9895782470703
_09048_,A,386.50003,121.19792,386.5000305175781,485.4999694824219,121.19792175292969,745.9895782470703
_13955_,COUT,374.40002,79.91042,374.4000244140625,497.5999755859375,79.9104232788086,787.2770767211914
_09082_,B,388.23962,72.635414,388.2396240234375,483.7603759765625,72.63541412353516,794.5520858764648
_09074_,A1,382.70837,79.15626,382.7083740234375,489.2916259765625,79.15625762939453,788.0312423706055
_09071_,A2,392.12503,63.400005,392.1250305175781,479.8749694824219,63.40000534057617,803.7874946594238
_09067_,B,357.62503,65.69792,357.6250305175781,514.3749694824219,65.69792175292969,801.4895782470703
_09065_,B,371.52087,65.69792,371.5208740234375,500.4791259765625,65.69792175292969,801.4895782470703
_09064_,A,360.39587,79.57292,360.3958740234375,511.6041259765625,79.57292175292969,787.6145782470703
_13955_,SUM,365.58337,79.78126,365.5833740234375,506.4166259765625,79.78125762939453,787.4062423706055
_09081_,A1,394.72296,72.635414,394.72296142578125,477.27703857421875,72.63541412353516,794.5520858764648
_09073_,B1,382.62503,86.60834,382.6250305175781,489.3749694824219,86.60833740234375,780.5791625976562
_09065_,A,370.39587,65.69792,370.3958740234375,501.6041259765625,65.69792175292969,801.4895782470703
_09063_,C_N,364.31253,72.21875,364.3125305175781,507.6874694824219,72.21875,794.96875
_09055_,A,366.50003,86.51042,366.5000305175781,505.4999694824219,86.51042175292969,780.6770782470703
_13956_,COUT,385.40002,66.03542,385.4000244140625,486.5999755859375,66.0354232788086,801.1520767211914
_09082_,C,386.72296,72.635414,386.72296142578125,485.27703857421875,72.63541412353516,794.5520858764648
_09075_,A_N,387.9792,79.52084,387.97918701171875,484.02081298828125,79.52084350585938,787.6666564941406
_09071_,B1,389.56253,65.802086,389.5625305175781,482.4374694824219,65.80208587646484,801.3854141235352
_13956_,SUM,376.58337,65.90626,376.5833740234375,495.4166259765625,65.90625762939453,801.2812423706055
_09081_,A2,393.56253,72.21875,393.5625305175781,478.4374694824219,72.21875,794.96875
_09074_,B1,386.00003,79.57292,386.0000305175781,485.9999694824219,79.57292175292969,787.6145782470703
_09071_,A1,390.6042,65.802086,390.60418701171875,481.39581298828125,65.80208587646484,801.3854141235352
_09067_,A_N,355.33337,65.69792,355.3333740234375,516.6666259765625,65.69792175292969,801.4895782470703
_09065_,D_N,369.31253,65.09376,369.3125305175781,502.6874694824219,65.09375762939453,802.0937423706055
_09064_,D_N,359.31253,78.96876,359.3125305175781,512.6874694824219,78.96875762939453,788.2187423706055
